---Measurement Setup-----------------------------------------------------------------
Device Type: Bode100
Serial Number: JE879C
Date: 13-10-2016
Time: 11:03
Start Frequency (Hz): 10
Stop Frequency (Hz): 50000
Number of Points: 401
Sweep Mode: Logarithmic
Reference Resistance (Ohm): 50
Source Level (dBm): 10
Receiver Bandwidth (Hz): 100
Reference Signal: CH1
Attenuator CH1 (dB): 10
Attenuator CH2 (dB): 0
Input Impedance CH1 (Ohm): 1M
Input Impedance CH2 (Ohm): 1M
Probe CH1: 1:1
Probe CH2: 1:1
-------------------------------------------------------------------------------------
Frequency (Hz),TR2: Impedance (Real),TR2: Impedance (Imag),TR2: Impedance (absolut)
63.7567213949502,2.88628076861038,-11.7851835244139,12.1334730139135
65.1288486776824,2.87658591960863,-11.5420286602812,11.8950902538671
66.5305059180226,2.86696592902018,-11.3028223029965,11.660758365187
67.9623286389338,2.85700650217438,-11.0679025528124,11.430702212551
69.4249660406569,2.8479101597196,-10.8374458965487,11.2053927123709
70.9190812950634,2.83888463140326,-10.6108938751654,10.9840946272527
72.4453518463431,2.83026979652794,-10.3937595297465,10.7722172408161
74.0044697181629,2.82155538601012,-10.175851545823,10.5597883254803
75.5971418274357,2.81316010515974,-9.96273017929195,10.3522877859262
77.224090304843,2.80528407681994,-9.75807518668942,10.1533073478913
78.8860528222545,2.79758948767613,-9.55331330101289,9.95451163889348
80.5837829271942,2.79066591865738,-9.35715392945287,9.76443269878138
82.3180503845063,2.78329877266819,-9.16127719822808,9.57474552981487
84.0896415253714,2.77640157014681,-8.96997924512255,9.38983137956391
85.899359603837,2.76925608196332,-8.78265405671126,9.2088974110562
87.7480251610183,2.76266710395963,-8.59967323968452,9.0325361530772
89.6364763971391,2.75654335463808,-8.42150982270568,8.86117142142773
91.5655695515784,2.7499608204656,-8.24715569879487,8.6935528775214
93.5361792910965,2.74428081073491,-8.07665492171395,8.53014840976487
95.5491991064161,2.73813260720193,-7.90774548208805,8.36838149131039
97.6055417173382,2.73179499230802,-7.74256239769148,8.21035787052825
99.706139486577,2.72650619631597,-7.58235729801361,8.05766580551028
101.851944842501,2.72145111089541,-7.42583591736222,7.90881376823229
104.043930710971,2.71617252440643,-7.27041898781991,7.76122319230626
106.283090956475,2.71136579137549,-7.11933963614818,7.6181691573154
108.57044083275,2.70614896584303,-6.97038858846072,7.47726950828153
110.907017443114,2.7016013054018,-6.82525895676795,7.34049108985835
113.293880210687,2.69709623716423,-6.68382093234264,7.20748155517217
115.732111358752,2.69221712289142,-6.54459667774998,7.07670677018667
118.222816401438,2.68824218118342,-6.40913726744464,6.95008536189604
120.767124644972,2.68321025675824,-6.27540001135968,6.82497344936562
123.366189699713,2.67964923926371,-6.1457448516261,6.70452830755268
126.021190003212,2.67542697813144,-6.01782065042847,6.58574786155961
128.733329354522,2.67184314384886,-5.89165566837624,6.46918482500246
131.503837460014,2.66793671815836,-5.77008657526153,6.35702646039097
134.333970490932,2.66466166894062,-5.64974647433959,6.24660363991778
137.225011652953,2.66084196373846,-5.53182635475147,6.13850004277221
140.178271768007,2.6573109359447,-5.41614286578158,6.03290186832572
143.195089868605,2.65386720014858,-5.30374402385588,5.93065863008583
146.27683380498,2.65036704309116,-5.19377606576967,5.83093091062359
149.424900865269,2.64719077979366,-5.08445490616023,5.73230326460503
152.640718409065,2.64420390913524,-4.9787991052284,5.63739787874771
155.925744514587,2.64150743528579,-4.87535751994459,5.5449682125284
159.281468639789,2.63862884693524,-4.7740268155576,5.45469469608904
162.709412297689,2.63577567849881,-4.67476156979294,5.36662921784045
166.211129746238,2.63248570720193,-4.5774884292727,5.28047169472083
169.788208693033,2.62997851648642,-4.48197841771334,5.19662559109547
173.442271015196,2.62753426169088,-4.38906688026483,5.1154515319566
177.174973494747,2.62472778839748,-4.29766774910742,5.03578633828958
180.988008569803,2.62293369042796,-4.2084031179559,4.95887466544608
184.883105101941,2.62011243037693,-4.12063292944143,4.88309378232825
188.862029160083,2.61770260642783,-4.03426995438358,4.80912684388145
192.926584821241,2.61503958516013,-3.95067257498083,4.73774691458505
197.078614988503,2.61319268276542,-3.86839104651588,4.6683214634409
201.320002226621,2.6110048998188,-3.78720438191427,4.60002865396167
205.652669615581,2.60884043779201,-3.70852062079172,4.53422249395596
210.078581622539,2.60720324556987,-3.63147095465859,4.47046866203523
214.599744992537,2.60485539282751,-3.55627452960991,4.40821507500425
219.218209658365,2.60319145398945,-3.48204365748083,4.34755491957562
223.936069670027,2.60144934150367,-3.40931198748264,4.28846673117592
228.755464144198,2.59971050237249,-3.33853627258099,4.23134956479428
233.678578234114,2.59775636228981,-3.26893702309221,4.17543858519799
238.707644120342,2.59619790471929,-3.20063916192341,4.12120547962688
243.844942022868,2.59449301825165,-3.13414152734312,4.06868985487629
249.092801234969,2.59276944947546,-3.06884684497592,4.01749603310967
254.45360117933,2.59156234022478,-3.00479238308567,3.96799352679928
259.929772486898,2.58988819032085,-2.94227572630505,3.91975857521447
265.523798098947,2.58837943616609,-2.88093998866545,3.87292180709335
271.238214392867,2.58715780326536,-2.82057110657535,3.82740210407066
277.075612332177,2.58550435152061,-2.76174883705762,3.78313221956636
283.038638641287,2.58405874090066,-2.70464034457876,3.74064686517562
289.12999700555,2.58280144836523,-2.64826544651264,3.69921251036897
295.352449297129,2.58129471244267,-2.5933049094884,3.65900433807629
301.708816827258,2.58036820872478,-2.53903803566223,3.62008483866567
308.201981625446,2.57886079443837,-2.4863577244069,3.58224758089236
314.83488774621,2.57789953240185,-2.43429727306208,3.54561267100556
321.610542603937,2.57646710237872,-2.38374993252238,3.51004935441657
328.532018336472,2.57592553569751,-2.33400582914632,3.47605747592693
335.602453198047,2.57448827812699,-2.28546939341149,3.44258046273925
342.825052982191,2.57352261871531,-2.23753893168893,3.41021980814477
350.203092475267,2.57242622291075,-2.19118975668223,3.37915510477219
357.739916941284,2.57144101882026,-2.1455128515389,3.34896018330914
365.438943638669,2.57045770097301,-2.100757977568,3.319704335149
373.30366336968,2.56936820376686,-2.05687450003652,3.29125898030352
381.337642063164,2.56836680706433,-2.01400470157266,3.26385094536908
389.544522391377,2.56746270561518,-1.97187218038054,3.23730515096794
397.928025421607,2.56678143291794,-1.93079183092455,3.21190348839084
406.49195230333,2.56569244655634,-1.89080920729786,3.18715189294746
415.240185991687,2.56500860409728,-1.85122662038055,3.16327506535532
424.176693008045,2.56444085344618,-1.81243202514737,3.14026539270228
433.305525238455,2.5635140345896,-1.77492883887329,3.11800843305497
442.630821770804,2.56252974572757,-1.73784439698304,3.09623349343423
452.156810771518,2.56181272410347,-1.70161370314051,3.07544689892283
461.887811402644,2.56089646518717,-1.66588322565038,3.05505443927134
471.828235780194,2.5602956981871,-1.63163820063718,3.03601009219896
481.982590974636,2.55973611881717,-1.59743786356345,3.01729294665323
492.355481054436,2.55892359229228,-1.56428331560431,2.99917859466022
502.951609173581,2.55796324689248,-1.53154883339346,2.98141204826196
513.775779704027,2.55757090672789,-1.49954459612463,2.96476018232631
524.832900414045,2.55691752841609,-1.46808923998205,2.94840859849386
536.127984693435,2.55618762226904,-1.43759273577928,2.93270660554492
547.666153826648,2.55591235518777,-1.40762225574755,2.91789108471809
559.452639314812,2.55508991472791,-1.37842557740064,2.90319505799672
571.492785247743,2.55455445595816,-1.34956767204428,2.88913159442119
583.792050726992,2.55405342308659,-1.32143176082537,2.87565136734243
596.356012341055,2.55339273801577,-1.29375186877638,2.8624479685252
609.19036669384,2.55288960738448,-1.26676237667379,2.84990039588192
622.300932987552,2.55209010228282,-1.24066433856177,2.83767719995577
635.693655661173,2.55179618622354,-1.21468744562277,2.82615098085339
649.374607085716,2.55124493206716,-1.18945271488492,2.81489759393579
663.349990317489,2.55074615598365,-1.1645509536921,2.80401228171535
677.626141910611,2.55024575296349,-1.14024278799028,2.79354738926551
692.20953479006,2.54986410676834,-1.11648329020563,2.78358436198616
707.106781186547,2.54938790311031,-1.0932790622478,2.77392101338063
722.324635634563,2.54888423776369,-1.07019765864283,2.76444097171287
737.86999803493,2.54851301884763,-1.04810368592462,2.75561970229649
753.749916783284,2.54781684411377,-1.0263507909111,2.74677385620908
769.97159196587,2.54763592466223,-1.00465197756067,2.73857159859773
786.542378624118,2.5471767717994,-0.983810118093863,2.73056621513896
803.469790089487,2.54678226987383,-0.963355136775627,2.7228942413718
820.761501390066,2.54631665452484,-0.943330088160425,2.71543737919683
838.425352730494,2.54615101121513,-0.923853743859772,2.70857724865944
856.469353046781,2.54573612313812,-0.903846639606903,2.70142761453624
874.901683637616,2.54544399758608,-0.885321332288579,2.69501001969422
893.730701873842,2.54484428320271,-0.866699094270391,2.68838236598863
912.964944987755,2.54453876140393,-0.848613742670436,2.68231668386418
932.613133943955,2.54423325292584,-0.830935908467727,2.67648600393776
952.684177393504,2.54375790977157,-0.813627307301428,2.6707103359803
973.187175713182,2.54319949384846,-0.796647682860812,2.66505369479089
994.131425131674,2.54299628821988,-0.780096686148749,2.65995882705735
1015.52642194455,2.54299890457746,-0.763849924540477,2.65524201079725
1037.38186681998,2.54273271204708,-0.748028193999645,2.65047841416086
1059.70766919708,2.54214374184796,-0.732241574508823,2.64550043047737
1082.51395177894,2.54178320965712,-0.717090444477301,2.64099992246412
1105.81105512233,2.54132175596613,-0.70197422081214,2.63649086363514
1129.60954232623,2.54099131722388,-0.687327422686249,2.63230998557991
1153.92020382118,2.54095992109716,-0.672707376570077,2.62850005423509
1178.75406226178,2.54077890310285,-0.658874901745427,2.62481876909675
1204.12237752444,2.54048777958965,-0.645089572503149,2.62111020653399
1230.03665181271,2.53989291605927,-0.631469423739719,2.61721410246969
1256.50863487247,2.54018392877897,-0.618394102646995,2.61437289961006
1283.55032931935,2.53942347510047,-0.605430983289118,2.61059729974153
1311.17399608083,2.53954738621666,-0.592769381936691,2.60781066548196
1339.39215995546,2.53917407206433,-0.580226494206666,2.60462430166485
1368.21761529165,2.5390759390017,-0.567972871193201,2.60182624447306
1397.66343178882,2.53863190899252,-0.556170946365735,2.59884168254559
1427.74296042321,2.53847783420168,-0.54457587233533,2.59623431058582
1458.46983950142,2.53813681759807,-0.533215892821211,2.59354153489085
1489.85800084405,2.53791283589106,-0.521728300354657,2.59098475139696
1521.92167610256,2.53782681503998,-0.510988808308284,2.58875925982937
1554.67540321198,2.537845480529,-0.500264708118267,2.58668213378261
1588.13403298256,2.53753540031021,-0.489661581188843,2.58434795875475
1622.31273583323,2.53750051755514,-0.479367308877961,2.58238298736139
1657.22700866999,2.53728541122408,-0.469114677416606,2.58028793714543
1692.89268191236,2.53724078522313,-0.459438194790641,2.57850232829683
1729.32592667098,2.53696538137523,-0.449495830692703,2.57647818700382
1766.54326207978,2.53711184027772,-0.440169029041351,2.57501170176071
1804.56156278585,2.53680838369164,-0.430778139946662,2.57312389546716
1843.39806660056,2.53660519659456,-0.421714074107187,2.5714215297556
1883.07038231532,2.53667743555725,-0.413026140841588,2.5700822953913
1923.59649768556,2.53636168141192,-0.404359188017268,2.56839189608375
1964.99478758651,2.53629020624803,-0.395662374507923,2.56696644405628
2007.28402234455,2.53629362237767,-0.387453570343903,2.56571736714819
2050.4833762478,2.5361128284972,-0.379127021888483,2.56429436250874
2094.61243623992,2.53595950106282,-0.371162465719664,2.56297720766102
2139.69121080097,2.53597112274827,-0.363126230892724,2.5618372694173
2185.74013901946,2.53573463457347,-0.355337990513749,2.56051073508349
2232.78009985956,2.5354612929739,-0.347849526166918,2.55921145297207
2280.83242162781,2.53573290590839,-0.340566768478858,2.55850094662847
2329.91889164355,2.53518756159077,-0.333201021346428,2.55699020198961
2380.0617661175,2.53511248430894,-0.326129965355014,2.55600392456692
2431.28378024284,2.53499371396123,-0.318972963627946,2.55498275558732
2483.6081585036,2.53476037861969,-0.312087222006805,2.55390066587566
2537.05862520481,2.53471868124053,-0.305794938358312,2.55309798820086
2591.65941522929,2.53455250364719,-0.298924548311043,2.55211917420155
2647.43528502593,2.53447828596883,-0.2925807452923,2.55131018783747
2704.41152383453,2.53461312546934,-0.286266744558471,2.55072780688994
2762.61396515207,2.53426342773968,-0.280360951951374,2.54972417813338
2822.0689984459,2.53408874024518,-0.274155317186477,2.54887561120174
2882.80358111889,2.53405586086078,-0.26836003437712,2.54822609162016
2944.84525073217,2.53394500711644,-0.262413341945156,2.54749643005072
3008.22213749087,2.53410060166436,-0.256782457529761,2.54707736236077
3072.96297699861,2.53386355539438,-0.251128122951017,2.54627764619115
3139.09712328643,2.53372589144111,-0.245767306985677,2.54561750114624
3206.65456212219,2.53381327626936,-0.240545542447059,2.54520566496895
3275.6659246063,2.53349322003526,-0.235004821930619,2.5443693054066
3346.16250106019,2.53335397375096,-0.23020028913272,2.54379136908603
3418.17625521355,2.53340979990053,-0.225147258382402,2.54339468077394
3491.73983869696,2.53316725642335,-0.220164664000975,2.54271682031053
3566.88660584641,2.53324684046318,-0.21527817991783,2.54237767640164
3643.65062882645,2.53336289854306,-0.210448494581282,2.54208893325667
3722.06671307875,2.53317094809358,-0.206276966335941,2.54155567302904
3802.17041310322,2.53289155037269,-0.201626851006086,2.54090397162034
3883.99804857867,2.53294979172273,-0.197190490524313,2.54061385041911
3967.58672083049,2.53302299615465,-0.192633622510656,2.54033722398619
4052.97432965269,2.53290182958472,-0.188349780616467,2.5398951392079
4140.19959049193,2.53264155502006,-0.184480377113421,2.53935154237343
4229.30205200151,2.53285403065794,-0.180397531734566,2.5392701333407
4320.32211397299,2.53289262273725,-0.176489638299934,2.53903399558652
4413.3010456538,2.53273123971537,-0.172311791651503,2.53858600133466
4508.28100445908,2.5328222542748,-0.168724844843693,2.53843586584676
4605.30505508618,2.53272229497501,-0.164819871856515,2.53807955226432
4704.41718904055,2.53245828255885,-0.16131682776596,2.53759099774203
4805.66234458188,2.53252963787314,-0.15750213691784,2.53742256824509
4909.08642709942,2.53256699603377,-0.154168663957576,2.53725512441024
5014.73632992593,2.5325030424001,-0.151451713559494,2.53702764693368
5122.65995559946,2.53303998587782,-0.147246188268021,2.53731610368424
5232.90623758275,2.53287468141576,-0.143780146236123,2.53695228220963
5345.5251624501,2.53304531663879,-0.140570084055884,2.53694275155692
5460.56779255169,2.53229629306738,-0.136847647864061,2.53599128441103
5578.08628916563,2.53231898323098,-0.134560797842001,2.5358915673088
5698.13393614838,2.5322202895731,-0.131199760600226,2.53561688196526
5820.76516409403,2.53268943443221,-0.127686759811429,2.53590608657255
5946.03557501361,2.53242313187563,-0.125126697757463,2.53551249441813
6074.00196754549,2.53189288071099,-0.122378912336768,2.53484874451706
6204.72236270838,2.53246491524441,-0.1187557441075,2.53524781307517
6338.25603020849,2.53252839378671,-0.116578834353599,2.53521018654373
6474.66351531296,2.53203541013652,-0.113469900442155,2.53457663851215
6614.00666630151,2.53135596133961,-0.110946449638196,2.53378612311633
6756.34866250904,2.53195478279015,-0.108157604125194,2.53426381606652
6901.75404297163,2.5319249924079,-0.106128881528725,2.53414828032503
7050.28873568904,2.53132711191093,-0.102489829729856,2.53340109589725
7202.02008751706,2.53167955479035,-0.100246714921215,2.53366350804442
7357.0168947031,2.5317118203472,-0.098119086511445,2.53361245979403
7515.349434079,2.53207160364376,-0.0954349006647125,2.53386945722229
7677.08949492507,2.53148996387482,-0.0926885145122369,2.53318625409215
7842.31041152004,2.53147037653673,-0.0908164548497985,2.53309887208425
8011.08709639131,2.53122233666561,-0.0884876810821123,2.53276856173994
8183.49607428102,2.5313700467681,-0.0860373969288826,2.53283176451675
8359.61551684291,2.53169573887524,-0.0834863904097794,2.53307190810342
8539.52527808606,2.5309905882443,-0.0817200847358912,2.5323095249259
8723.30693058131,2.5316305801145,-0.0797623326282245,2.53288677675832
8911.04380244695,2.53172627136768,-0.0783863609898088,2.53293946527005
9102.82101513041,2.53165401888141,-0.0759765873576245,2.53279381575858
9298.72552200296,2.53153860572216,-0.0735903820363348,2.53260799504975
9498.84614778515,2.53151358923254,-0.0714050365529297,2.53252043066076
9703.27362882065,2.5315289527968,-0.0697521864860801,2.53248972482971
9912.10065421683,2.53164292607316,-0.0678850542978283,2.5325529186442
10125.4219078708,2.53199761154612,-0.0658847889406582,2.53285465636878
10343.3341113999,2.5316242417247,-0.0637523443249292,2.53242683264395
10565.936067996,2.53140245055033,-0.0617703698323381,2.53215598754134
10793.3287072236,2.53193763152123,-0.0597858515009537,2.53264338546765
11025.6151307826,2.53170255248904,-0.0578622420348135,2.53236368899351
11262.9006592547,2.53149088328592,-0.0555278780354364,2.53209980794574
11505.2928798574,2.53096369037006,-0.0542062770184346,2.53154409845845
11752.9016952242,2.53166635303324,-0.0521704267838513,2.53220383786761
12005.839373236,2.53086596949376,-0.0507132015556088,2.53137401115552
12264.220597924,2.53121873487892,-0.0484583867797076,2.53168254310277
12528.1625214683,2.53109617845263,-0.0465625931144598,2.53152442999373
12797.7848173157,2.53062984136183,-0.0449866119578824,2.5310296697681
13073.2097344408,2.53078200372733,-0.0429087061458734,2.53114573018884
13354.5621527746,2.53126041618289,-0.0417373294480388,2.53160449106962
13641.9696398261,2.53079158429708,-0.0399293770561953,2.5311065560938
13935.5625085223,2.53062025874126,-0.0377160718646201,2.53090130112349
14235.4738762935,2.53021412183806,-0.0360551246527069,2.53047099852231
14541.8397254294,2.53069669999828,-0.0351145165394544,2.53094030286255
14854.7989647349,2.53013743308271,-0.0330554580457077,2.5303533535048
15174.4934925126,2.53017026932111,-0.0319223142538807,2.53037163790297
15501.0682609004,2.53035672398483,-0.0299900380038145,2.53053444019138
15834.6713415939,2.5300059627325,-0.0284840771452204,2.53016630167126
16175.4539929839,2.53036573461798,-0.0268070825906202,2.53050772980558
16523.5707287373,2.53081610538785,-0.0255599740850023,2.53094517355982
16879.1793878559,2.53003691317289,-0.024012053903247,2.53015085731069
17242.4412062411,2.53055007027396,-0.0227462937970816,2.53065229773769
17613.5208898,2.53013375740809,-0.0209969066475242,2.53022087977803
17992.5866891242,2.53040132803977,-0.0193519322357074,2.53047532653979
18379.8104757762,2.53002879537029,-0.0180584663629082,2.53009324207829
18775.3678202173,2.53021753319578,-0.0164613756938417,2.53027108077002
19179.4380714127,2.52943263950364,-0.015222866619563,2.52947844692428
19592.2044381497,2.529964229439,-0.0141700250620937,2.53000391143001
20013.8540721063,2.52970755003633,-0.0126241271853713,2.52973904924954
20444.578152707,2.52960055534138,-0.0116394528748588,2.52962733351113
20884.5719738056,2.52981448051442,-0.00968029742810794,2.52983300120358
21334.0350322324,2.53020362928716,-0.0083987076957709,2.53021756850055
21793.1711182484,2.52929939528521,-0.00675987869694631,2.52930842859271
22262.188407945,2.53001891357761,-0.00542505868279327,2.53002472998232
22741.2995576329,2.529526226998,-0.00344155992077577,2.52952856821294
23230.7218002623,2.52934414004799,-0.00170311701258954,2.52934471343917
23730.677043918,2.52944632139966,-0.000780988566105552,2.52944644196816
24241.3919724345,2.52987220435058,0.000354628312128673,2.52987222920584
24763.098148176,2.52953991068011,0.00160213444495308,2.52954041805193
25296.0321170294,2.53028518131314,0.0042832624960902,2.53028880666032
25840.4355156551,2.52951093942843,0.00513525686669148,2.52951615206371
26396.5551810481,2.52997319172705,0.00647718904851569,2.52998148310131
26964.6432624551,2.53003757940061,0.00811494119530839,2.53005059345657
27544.9573357018,2.52940605650957,0.00906432429349291,2.5294222978147
28137.7605199791,2.52961180011325,0.0104428556879083,2.52963335535154
28743.3215971444,2.52980173516525,0.0116666325105958,2.52982863640193
29361.9151335885,2.5298101353392,0.0137760675378774,2.52984764381212
29993.8216047274,2.52951243566634,0.0148982625213127,2.52955630900299
30639.327522171,2.52970895589178,0.0165549381187647,2.5297631247797
31298.725563631,2.52996419510222,0.0181532780461064,2.53002932196507
31972.3147056223,2.5297756709011,0.0202647813723622,2.52985683516818
32660.4003590223,2.53010225898088,0.0213951421917052,2.53019271855121
33363.294507546,2.52951119828552,0.0229232513808933,2.52961506512468
34081.3158492027,2.5294808893894,0.0244582520928642,2.52959913343629
34814.7899407956,2.52991340615424,0.0260837858568159,2.53004786644909
35564.0493455325,2.5299612727755,0.0274914294332999,2.53011063403088
36329.4337838124,2.5298031989941,0.0290027191125638,2.5299694431666
37111.2902872575,2.52967545162834,0.0308650126781434,2.52986373933038
37909.9733560605,2.52979392280873,0.0327197106093744,2.53000550816443
38725.8451197178,2.52981435456411,0.0352142967766868,2.53005942919452
39559.2755012216,2.52973550741473,0.0364877094866063,2.52999863446968
40410.6423847867,2.52931831031252,0.0377642211325805,2.52960021570206
41280.3317871858,2.52897111644965,0.0394439170876134,2.52927869765904
42168.7380327728,2.52999687309201,0.0414951976206216,2.53033713747415
43076.2639322734,2.52910125083369,0.0426076931312634,2.52946013063707
44003.3209654213,2.52949349371379,0.0441916973239701,2.52987949136965
44950.3294675282,2.53009307561045,0.0457440331421694,2.5305065674327
45917.718820066,2.52872144837797,0.0472401869880624,2.52916266751537
