---Measurement Setup-----------------------------------------------------------------
Device Type: Bode100
Serial Number: JE879C
Date: 13-10-2016
Time: 10:47
Start Frequency (Hz): 10
Stop Frequency (Hz): 50000
Number of Points: 401
Sweep Mode: Logarithmic
Reference Resistance (Ohm): 50
Source Level (dBm): 10
Receiver Bandwidth (Hz): 100
Reference Signal: CH1
Attenuator CH1 (dB): 10
Attenuator CH2 (dB): 0
Input Impedance CH1 (Ohm): 1M
Input Impedance CH2 (Ohm): 1M
Probe CH1: 1:1
Probe CH2: 1:1
-------------------------------------------------------------------------------------
Frequency (Hz),TR1: Gain (Real),TR1: Gain (Imag),TR1: Gain (dB)
54.9280271653059,1.00006424795684,-0.00503126912286442,0.000667953088091288
56.1101495048988,1.00011983437708,-0.00522786990321771,0.00115947114031834
57.3177126494483,1.00035357397877,-0.00540329866195154,0.00319726532948156
58.5512641180522,1.00049674434167,-0.00546829380619002,0.00444332814780865
59.811363213129,1.0006783426331,-0.00557591309740592,0.00602485231486037
61.0985812740099,1.00085383884394,-0.00571412869684922,0.00755474408373551
62.4135019359896,1.00095138171883,-0.00580007970237298,0.00840548881960948
63.7567213949502,1.00121727989988,-0.00607396023661384,0.0107265607667606
65.1288486776824,1.00121372084316,-0.00619275740557276,0.0107019990493998
66.5305059180226,1.00148715310078,-0.00630934213359432,0.0130800188456885
67.9623286389338,1.00159176538939,-0.00650194761143766,0.0139979188076257
69.4249660406569,1.00192266820216,-0.00661146449171654,0.0168731544712415
70.9190812950634,1.00212885522394,-0.00678071816495742,0.01867017558103
72.4453518463431,1.00226510639915,-0.00693424644813891,0.0198600927982631
74.0044697181629,1.00252156446391,-0.007094731995996,0.0220919626477934
75.5971418274357,1.00272685988593,-0.00727097431920373,0.0238813151872036
77.224090304843,1.00299413956692,-0.00743330151153321,0.0262064372868231
78.8860528222545,1.00332410923489,-0.00769770111003931,0.0290805933821286
80.5837829271942,1.00359505518372,-0.00791864609964961,0.0314406248990608
82.3180503845063,1.00382842741352,-0.00801303500084706,0.0334665292819771
84.0896415253714,1.00418042984233,-0.00823019971688794,0.0365267863469826
85.899359603837,1.00445573185735,-0.00847421840572429,0.0389251329607183
87.7480251610183,1.00486406575771,-0.00870955350515652,0.0424725659873689
89.6364763971391,1.00515803498574,-0.00890409535665127,0.0450277561738153
91.5655695515784,1.00539793674103,-0.00910623281743687,0.0471160536211459
93.5361792910965,1.00589829318984,-0.00935225828456944,0.0514568213900205
95.5491991064161,1.00628880693001,-0.00951114702113536,0.0548407987830896
97.6055417173382,1.00656978866918,-0.00972569101632573,0.0572832568147073
99.706139486577,1.00697381899184,-0.0100791519701181,0.0607986686359212
101.851944842501,1.00748429928689,-0.010260620740998,0.0652161711134761
104.043930710971,1.00796976187584,-0.0105420027172308,0.0694250976524966
106.283090956475,1.00838161466366,-0.0108304484591043,0.0729993350299935
108.57044083275,1.00881896084091,-0.0110877732089512,0.0767893152187599
110.907017443114,1.00944162435009,-0.0113449994356802,0.0821727120480669
113.293880210687,1.00987671642332,-0.011666834215633,0.0859467806997324
115.732111358752,1.01050310194278,-0.0119968059100195,0.0913651022425534
118.222816401438,1.01116002784309,-0.0122383329682052,0.0970340103902427
120.767124644972,1.0117216195089,-0.0124896226518009,0.101882412464724
123.366189699713,1.01236153148419,-0.0128338656874843,0.107410582562535
126.021190003212,1.01302097352693,-0.0131802807178681,0.113103864200656
128.733329354522,1.01376721050239,-0.0135593074894892,0.119541666297392
131.503837460014,1.01444542775209,-0.01399434609259,0.125400182182866
134.333970490932,1.01533695051615,-0.0142050495994909,0.133053806066088
137.225011652953,1.01597455326996,-0.0145614639852088,0.138548649080656
140.178271768007,1.01690667708189,-0.0150837900438015,0.146577401179249
143.195089868605,1.01783684282432,-0.0154978297952349,0.154570085995579
146.27683380498,1.01862871052818,-0.0158381214680699,0.161368057977495
149.424900865269,1.0196801358108,-0.0162937476177458,0.170387953305414
152.640718409065,1.02063055724324,-0.016677970027367,0.178530848529901
155.925744514587,1.02170140117224,-0.0172140294813862,0.187712429562381
159.281468639789,1.02275173591519,-0.0177531974277153,0.196712879068105
162.709412297689,1.02391806278105,-0.0181824006091837,0.206673353941985
166.211129746238,1.02521171366071,-0.0186417103653837,0.217706869906734
169.788208693033,1.02631235900638,-0.0191358590627887,0.227100719034247
173.442271015196,1.02774279883296,-0.0197854647102593,0.239298113797283
177.174973494747,1.02923627169979,-0.0202354573975503,0.251980061942669
180.988008569803,1.03032523936364,-0.0208584496634195,0.261266325118253
184.883105101941,1.03207479493894,-0.0215214013070312,0.276111468054795
188.862029160083,1.03345494362494,-0.0221408729782612,0.287823867156694
192.926584821241,1.03513476271167,-0.0226080230850394,0.302009025791133
197.078614988503,1.03670000262229,-0.0231174139346256,0.315220972869894
201.320002226621,1.03879542200703,-0.0239236523758405,0.332903381988761
205.652669615581,1.04048326971007,-0.0247043920917636,0.347149626521744
210.078581622539,1.04222121915035,-0.0256708927049303,0.361832212845297
214.599744992537,1.04445709032524,-0.0264478344363316,0.380595888397502
219.218209658365,1.04660872109925,-0.0271110128149389,0.398600125983455
223.936069670027,1.04879309244258,-0.0277944972400376,0.416845454136774
228.755464144198,1.05134515178858,-0.0285906910573874,0.438116898682826
233.678578234114,1.05337250540943,-0.0296514445621571,0.455079423156379
238.707644120342,1.05624924294232,-0.0309606320043796,0.479058005694511
243.844942022868,1.05884017944927,-0.0319048433905893,0.500549560677671
249.092801234969,1.06196671478752,-0.03294954848232,0.526396906020018
254.45360117933,1.06483514337376,-0.0342163048878379,0.550129414343034
259.929772486898,1.06751175526983,-0.035536728278148,0.572263413578636
265.523798098947,1.07127122008367,-0.0363915574454759,0.602997582792231
271.238214392867,1.07453249619165,-0.0378139552450864,0.629766107473328
277.075612332177,1.07793332260617,-0.0388830655338335,0.657485230529556
283.038638641287,1.0816304721736,-0.040349660840733,0.687617823509902
289.12999700555,1.08547352099792,-0.0419781624020848,0.718875025342456
295.352449297129,1.09025870226395,-0.0436141158660114,0.757535593998983
301.708816827258,1.09425625577489,-0.0450164422165828,0.789724570644311
308.201981625446,1.09827500773353,-0.0471425969894859,0.822216482433802
314.83488774621,1.10325352885507,-0.0488472293465312,0.862011776852943
321.610542603937,1.10858567437457,-0.0506323313727541,0.904435252992324
328.532018336472,1.11374004170228,-0.0533390211003161,0.945626358757172
335.602453198047,1.11911167314443,-0.0547102698981534,0.98783560175689
342.825052982191,1.12491341405575,-0.0570859623913717,1.03355173097734
350.203092475267,1.13087702115489,-0.0599953614227643,1.08051373322738
357.739916941284,1.13774929707527,-0.0627030070863513,1.13410222750594
365.438943638669,1.14437015147479,-0.065715445897026,1.18562829404369
373.30366336968,1.15146261719495,-0.0684837158564824,1.24033215857681
381.337642063164,1.15867569227382,-0.0712629387888623,1.29563505170696
389.544522391377,1.1671075764407,-0.0753523657979687,1.36028338096988
397.928025421607,1.17486681269556,-0.0786427459794453,1.4191884309164
406.49195230333,1.18359885736442,-0.0827208090249232,1.48525223623268
415.240185991687,1.19322307900886,-0.087038441402148,1.55747968240719
424.176693008045,1.20289425926885,-0.0915027987341001,1.62960694458272
433.305525238455,1.2130456953079,-0.0958287529379783,1.70456226600681
442.630821770804,1.22417564709091,-0.101671940079786,1.78672891786107
452.156810771518,1.23617006928389,-0.107783453881895,1.87445618940071
461.887811402644,1.24792687854871,-0.113580317569354,1.95961053088079
471.828235780194,1.26088955172894,-0.119465840415861,2.05235377717308
481.982590974636,1.27543333121258,-0.127357255689611,2.15624360720409
492.355481054436,1.28899308091953,-0.135102007747554,2.25246127396194
502.951609173581,1.30446064166455,-0.143463133093247,2.3608339228654
513.775779704027,1.32254029973234,-0.154303374798425,2.48689721240795
524.832900414045,1.33953107077534,-0.164397136630685,2.60398157071297
536.127984693435,1.3580738943449,-0.174266899775023,2.72939575828135
547.666153826648,1.37670840576988,-0.186837014581737,2.856099847291
559.452639314812,1.39868996107021,-0.200596676070221,3.00285114089172
571.492785247743,1.41992808530318,-0.214982863913893,3.14375721568574
583.792050726992,1.44552881538257,-0.232659671381709,3.31160782444122
596.356012341055,1.47099195608399,-0.250548926680002,3.47640663755562
609.19036669384,1.49689074934341,-0.270149915924879,3.64300081247911
622.300932987552,1.52521997278219,-0.294561032803376,3.82568510727528
635.693655661173,1.5570798884797,-0.319164015758564,4.02495829249345
649.374607085716,1.59026031196303,-0.349583201184858,4.23432052018073
663.349990317489,1.62420284114939,-0.382048701065905,4.44668619304188
677.626141910611,1.66172182578371,-0.421578511221119,4.68206659356879
692.20953479006,1.69972278716178,-0.462114676768345,4.91726841861209
707.106781186547,1.74093733325879,-0.510355650899709,5.17370859451443
722.324635634563,1.78597657632583,-0.5665370718876,5.45390822682069
737.86999803493,1.83471811468284,-0.630755368965272,5.75654564094604
753.749916783284,1.87572065847223,-0.704169964829817,6.03597202858846
769.97159196587,1.92247957995978,-0.789287249954543,6.35373359488893
786.542378624118,1.96930858258959,-0.88991652507292,6.69328757479794
803.469790089487,2.01310465784357,-1.00604619149137,7.04555380870393
820.761501390066,2.04843909702453,-1.14224122806762,7.40427256965209
838.425352730494,2.07728650592903,-1.2980410778521,7.78153412260458
856.469353046781,2.08782828609564,-1.48195976804305,8.16588047208012
874.901683637616,2.07920376668668,-1.68404641112066,8.54858466290913
893.730701873842,2.03246932991005,-1.91028641283794,8.90986616878911
912.964944987755,1.94356084685546,-2.15812910980394,9.26082513588214
932.613133943955,1.79876484930126,-2.42881010227261,9.60693028817517
952.684177393504,1.55584536241788,-2.62980879227257,9.70186384331467
973.187175713182,1.27310030426315,-2.82823895409424,9.83162429738766
994.131425131674,0.876548159437301,-2.99925081580328,9.89620748848918
1015.52642194455,0.525372580799182,-2.99464020703305,9.65854595865161
1037.38186681998,0.104656061135113,-2.98168575264388,9.494584547787
1059.70766919708,-0.177158619541114,-2.85581357766412,9.13127780462476
1082.51395177894,-0.486407682726103,-2.64529324777056,8.59388638276461
1105.81105512233,-0.719944034937343,-2.40156378860862,7.98362496236543
1129.60954232623,-0.874244936151182,-2.15963211982982,7.34665049529621
1153.92020382118,-0.953765641970577,-1.91665389383579,6.61171751328386
1178.75406226178,-0.998082968647398,-1.68073395491148,5.82181156646448
1204.12237752444,-1.02089745928408,-1.48369551862594,5.11025151380438
1230.03665181271,-1.00114261042705,-1.30053926262359,4.30347436673365
1256.50863487247,-0.973777422100635,-1.14199986193412,3.52646704946567
1283.55032931935,-0.942663639309537,-1.02671687548322,2.88419662610184
1311.17399608083,-0.895398867870039,-0.899351222746395,2.06980078340717
1339.39215995546,-0.847742671339224,-0.804886663644462,1.35612870778619
1368.21761529165,-0.808021918898575,-0.721110758930697,0.692610411097991
1397.66343178882,-0.762952056091589,-0.646641628458734,0.00104754633504463
1427.74296042321,-0.723926706857882,-0.588070538193167,-0.605322493777352
1458.46983950142,-0.672435556637441,-0.53032529977126,-1.34650507220907
1489.85800084405,-0.636558100878201,-0.485878328060185,-1.92949618953792
1521.92167610256,-0.595378816411122,-0.443552141390172,-2.58679416103918
1554.67540321198,-0.561900991519906,-0.406991458816835,-3.17516674231468
1588.13403298256,-0.523540731700935,-0.375033343979892,-3.82218938496993
1622.31273583323,-0.493999027295797,-0.346472026124,-4.38805677904155
1657.22700866999,-0.465098108674012,-0.321428121855037,-4.95349356129763
1692.89268191236,-0.438221608945945,-0.297991590829788,-5.51545417028859
1729.32592667098,-0.410592373192771,-0.277065056564858,-6.10211915358197
1766.54326207978,-0.386171270443986,-0.260178398894649,-6.63898558017021
1804.56156278585,-0.362919026072507,-0.245088082539996,-7.17200336875806
1843.39806660056,-0.342209961219424,-0.229721695862923,-7.69858476002258
1883.07038231532,-0.319126401301517,-0.217646585879909,-8.26197132209201
1923.59649768556,-0.303148428873794,-0.205520177173861,-8.72449749534126
1964.99478758651,-0.283950516897878,-0.19863531130848,-9.2051527750692
2007.28402234455,-0.265883923104389,-0.187916085130085,-9.74666620937254
2050.4833762478,-0.250859359710507,-0.178451209114728,-10.2330505036289
2094.61243623992,-0.237649774775278,-0.170301647661991,-10.6813514789696
2139.69121080097,-0.224575834351063,-0.164281793221635,-11.1113105375846
2185.74013901946,-0.211601941136607,-0.156678023154442,-11.5912024277838
2232.78009985956,-0.199640338105366,-0.150232950638456,-12.0463307236483
2280.83242162781,-0.188525732837346,-0.146458643101015,-12.4418544625795
2329.91889164355,-0.177720428662397,-0.140019142771746,-12.9081562462046
2380.0617661175,-0.16869640483245,-0.135556140995928,-13.2943926430075
2431.28378024284,-0.159610285528511,-0.130959494081258,-13.7032712763288
2483.6081585036,-0.150849202437989,-0.126854389263094,-14.1063672395205
2537.05862520481,-0.142647361851349,-0.123204337589805,-14.4943439052203
2591.65941522929,-0.135428673166158,-0.119578994948343,-14.862490309811
2647.43528502593,-0.128535431469157,-0.116597735266392,-15.2119710173037
2704.41152383453,-0.121544745437064,-0.113166283672752,-15.5940994407123
2762.61396515207,-0.115448598804277,-0.110187681139437,-15.939761015308
2822.0689984459,-0.109428803707116,-0.107456036193184,-16.2853567306805
2882.80358111889,-0.104120636246885,-0.104428762786396,-16.6261116223294
2944.84525073217,-0.0988228282105617,-0.102085722411073,-16.9491861997116
3008.22213749087,-0.0941191223661315,-0.0987832435164423,-17.3010106964276
3072.96297699861,-0.0892549285534773,-0.0970631475681719,-17.5975793930489
3139.09712328643,-0.0855866835846522,-0.0947655574234409,-17.8766344798771
3206.65456212219,-0.0810332760036595,-0.0922142738990994,-18.2189066325183
3275.6659246063,-0.0774364151916755,-0.0905074384950674,-18.4807897873916
3346.16250106019,-0.0742296372720414,-0.0884106446542086,-18.752845110678
3418.17625521355,-0.070758630807702,-0.0864269461727669,-19.0391068009546
3491.73983869696,-0.0674467968340957,-0.0845172567261934,-19.3210238687974
3566.88660584641,-0.0643268581293146,-0.082439423707439,-19.6121285718592
3643.65062882645,-0.0618103375354482,-0.0804705158410236,-19.8733054884034
3722.06671307875,-0.0593208458038433,-0.078579213089086,-20.1351241965325
3802.17041310322,-0.0565436515576182,-0.0769877869490861,-20.3980025965048
3883.99804857867,-0.0541111344881706,-0.0751395227885666,-20.6681840710351
3967.58672083049,-0.0523138831496988,-0.0737949728919642,-20.8711714966305
4052.97432965269,-0.0497559058397199,-0.0718528901510969,-21.1699259993512
4140.19959049193,-0.0478856973214361,-0.0700356638789674,-21.4278609283268
4229.30205200151,-0.0459680955630148,-0.0683015360284367,-21.68887822803
4320.32211397299,-0.0443078887482366,-0.0671517004977229,-21.8892526467695
4413.3010456538,-0.0426679750449554,-0.0653746299552285,-22.1506916324617
4508.28100445908,-0.0407948360717331,-0.0637176510247155,-22.4228840980683
4605.30505508618,-0.0390319604612082,-0.0624061551758788,-22.6615922451204
4704.41718904055,-0.0376766590283005,-0.0606648409195309,-22.9245081025705
4805.66234458188,-0.036247805422288,-0.0594988157135777,-23.1389911236345
4909.08642709942,-0.0348662782895668,-0.0580806899695464,-23.382796795978
5014.73632992593,-0.0335426189134101,-0.05663391086801,-23.6326071251481
5122.65995559946,-0.0323323425028988,-0.055411238968849,-23.8554723809195
5232.90623758275,-0.0314170997660592,-0.0540375195896981,-24.0814684242297
5345.5251624501,-0.0301004836314413,-0.0527110989221117,-24.3362154941825
5460.56779255169,-0.0288667605490699,-0.0513822544219882,-24.5924195740914
5578.08628916563,-0.0278466678803961,-0.0502879225252394,-24.8091894402428
5698.13393614838,-0.0269665474899464,-0.0490739412655654,-25.0370061973759
5820.76516409403,-0.0258793312891901,-0.0477425332944195,-25.303120805055
5946.03557501361,-0.0249750039213661,-0.0464201951571099,-25.5617626009279
6074.00196754549,-0.0240291483315408,-0.045274846438015,-25.8050493220494
6204.72236270838,-0.0230724240059276,-0.0441653863996232,-26.0503760464465
6338.25603020849,-0.0223118350058919,-0.0431600376764791,-26.2697633999953
6474.66351531296,-0.0215127968213439,-0.0420516812167197,-26.5147233673009
6614.00666630151,-0.0205961414404082,-0.0409431676353192,-26.7766821311121
6756.34866250904,-0.019751624160493,-0.0401422762626064,-26.9863811294089
6901.75404297163,-0.0189151339494061,-0.039033158824197,-27.2552583619765
7050.28873568904,-0.0184519015941497,-0.0379657790262314,-27.4912324073785
7202.02008751706,-0.0176224858714027,-0.0371069862029336,-27.7276125419253
7357.0168947031,-0.0169959053260043,-0.0362077393348485,-27.9591769793611
7515.349434079,-0.0162291984679602,-0.0352261609916667,-28.2267440741314
7677.08949492507,-0.0156194250645738,-0.0342965227772611,-28.4764501366693
7842.31041152004,-0.0150368543739869,-0.0335010037735809,-28.7017344790602
8011.08709639131,-0.0144410970273469,-0.0327471173530418,-28.9247833972888
8183.49607428102,-0.013934493448213,-0.0318793384885214,-29.1704872135966
8359.61551684291,-0.013345270175401,-0.0310931141633366,-29.4124079586816
8539.52527808606,-0.0128210894703492,-0.0303483535286985,-29.6440902355531
8723.30693058131,-0.0122731595967911,-0.0297002899816133,-29.8600998080073
8911.04380244695,-0.0118100926375088,-0.0288689994943892,-30.1193294833805
9102.82101513041,-0.0113490654584257,-0.0281997101794195,-30.3431630628524
9298.72552200296,-0.0107883266691137,-0.0275474210087367,-30.5786867618614
9498.84614778515,-0.0104623690826985,-0.0268483452259032,-30.8076767769841
9703.27362882065,-0.00995970725885566,-0.0262251550035015,-31.0405036383274
9912.10065421683,-0.00965953177373857,-0.0255455748580009,-31.2732932082418
10125.4219078708,-0.00917718204698492,-0.0249330070056216,-31.5127188629497
10343.3341113999,-0.00877308190685413,-0.0243634265267934,-31.7357303118811
10565.936067996,-0.00846432365498705,-0.0237143155359549,-31.9790146977304
10793.3287072236,-0.008158130724589,-0.0232239536204735,-32.1759394503174
11025.6151307826,-0.00773703312177279,-0.0226681189176409,-32.4131114043167
11262.9006592547,-0.00744866286419163,-0.0220876760066012,-32.6492191932467
11505.2928798574,-0.00713873810788452,-0.0215802594829917,-32.8678744297534
11752.9016952242,-0.00682108130418576,-0.0210537953633476,-33.0999057432374
12005.839373236,-0.00644023286428564,-0.0205693008974479,-33.3294627829646
12264.220597924,-0.00623182857792287,-0.0200918485759675,-33.5406899372314
12528.1625214683,-0.00598320149142231,-0.0196116066518688,-33.7632302071103
12797.7848173157,-0.00565140566561594,-0.0191494842618229,-33.9941789096781
13073.2097344408,-0.00544008340492455,-0.0187685156169774,-34.1810528759917
13354.5621527746,-0.00526704297839207,-0.0183334612251845,-34.3906861836352
13641.9696398261,-0.00496046144977696,-0.0179321228270256,-34.6071407610931
13935.5625085223,-0.00474037376941626,-0.0175313559098452,-34.8172356106734
14235.4738762935,-0.00453734117167758,-0.0170858437817818,-35.0513118573604
14541.8397254294,-0.00434167316241583,-0.0166520394569049,-35.2850213027741
14854.7989647349,-0.00417351949909899,-0.0162904013906019,-35.4852759389689
15174.4934925126,-0.00394330687234776,-0.0159874277106638,-35.6679437318469
15501.0682609004,-0.00373525250370689,-0.0156118212204082,-35.8891747961308
15834.6713415939,-0.00357950714967134,-0.0152406107844922,-36.1067602331138
16175.4539929839,-0.00340327167071218,-0.0148931285246633,-36.3192234232527
16523.5707287373,-0.00323480587601207,-0.0145786317015542,-36.5169421900415
16879.1793878559,-0.00310206870146527,-0.0142251969375485,-36.7370704182217
17242.4412062411,-0.00292053885543047,-0.0139258385086449,-36.936639306993
17613.5208898,-0.00277963383546374,-0.0135748098007798,-37.1669464238207
17992.5866891242,-0.00268992004556967,-0.0133563939899957,-37.3135433805015
18379.8104757762,-0.00251572900949863,-0.01298923546576,-37.5684004227439
18775.3678202173,-0.00241599263747828,-0.0127042093363928,-37.7667553851962
19179.4380714127,-0.00223327345554785,-0.0124222321412177,-37.9778596438584
19592.2044381497,-0.00214335469038118,-0.0121630379932726,-38.1663487101481
20013.8540721063,-0.00203681296429845,-0.0118886715198606,-38.3716949025861
20444.578152707,-0.00194014653048794,-0.0116152705217503,-38.5799030751026
20884.5719738056,-0.00179065407660075,-0.0113433806021714,-38.7982525858393
21334.0350322324,-0.00172420388250318,-0.0110907270950998,-38.997083708555
21793.1711182484,-0.00164937379035309,-0.0108631042501307,-39.1819390820991
22262.188407945,-0.00156883941956217,-0.010603367132436,-39.3970774712894
22741.2995576329,-0.00146260956985567,-0.0103849104675239,-39.5866420256796
23230.7218002623,-0.00137971955662673,-0.0101700233105786,-39.7743554565875
23730.677043918,-0.00128336149514819,-0.00992340669113727,-39.9947474723669
24241.3919724345,-0.001195823205932,-0.00972571208804022,-40.1764070115319
24763.098148176,-0.00115231808783011,-0.00951096314957111,-40.3722234006649
25296.0321170294,-0.00105617859369188,-0.00929242764504466,-40.58167066188
25840.4355156551,-0.000971889080513489,-0.0090952539415185,-40.7743950849098
26396.5551810481,-0.000906956991697985,-0.0088733602727304,-40.9931017381194
26964.6432624551,-0.000865773630900807,-0.00869973145949229,-41.1670834687098
27544.9573357018,-0.000779658889787844,-0.00853098848329073,-41.3438895837573
