---Measurement Setup-----------------------------------------------------------------
Device Type: Bode100
Serial Number: JE879C
Date: 13-10-2016
Time: 11:05
Start Frequency (Hz): 10
Stop Frequency (Hz): 50000
Number of Points: 401
Sweep Mode: Logarithmic
Reference Resistance (Ohm): 50
Source Level (dBm): 10
Receiver Bandwidth (Hz): 100
Reference Signal: CH1
Attenuator CH1 (dB): 10
Attenuator CH2 (dB): 0
Input Impedance CH1 (Ohm): 1M
Input Impedance CH2 (Ohm): 1M
Probe CH1: 1:1
Probe CH2: 1:1
-------------------------------------------------------------------------------------
Frequency (Hz),TR2: Impedance (Real),TR2: Impedance (Imag),TR2: Impedance (Ls)
56.1101495048988,1020.70076403623,-0.147101667422287,-0.000417249957697458
57.3177126494483,1020.64292766598,0.00408322192769637,1.13379429062117E-05
58.5512641180522,1020.69605978804,0.168617866752663,0.000458339668520031
59.811363213129,1020.69793455192,0.064337429833814,0.000171198572207627
61.0985812740099,1020.66369761657,0.176813026866514,0.000460578079589817
62.4135019359896,1020.55050788654,0.0207504537454758,5.29138276583044E-05
63.7567213949502,1020.65278462048,0.0766282676655995,0.000191285990131151
65.1288486776824,1020.66269401222,0.176937262417982,0.000432380435133031
66.5305059180226,1020.70626972342,0.0759253249678062,0.000181629323386994
67.9623286389338,1020.69765345748,-0.0113654363744567,-2.66157063128493E-05
69.4249660406569,1020.73620611059,-0.0758467863862517,-0.000173876800514929
70.9190812950634,1020.6276060691,-0.00555631667465313,-1.24693558913393E-05
72.4453518463431,1020.75075229243,0.116733233528578,0.000256450837295665
74.0044697181629,1020.54871737734,0.0750567682366638,0.000161418029517155
75.5971418274357,1020.61939153918,0.104680607202731,0.000220384470622001
77.224090304843,1020.72192489464,-0.290577353884724,-0.000598865225071047
78.8860528222545,1020.49399264193,0.0466579503453291,9.4133793824457E-05
80.5837829271942,1020.59578308918,0.114558149427109,0.000226255148250574
82.3180503845063,1020.87887188718,-0.0633769517811603,-0.000122533941303922
84.0896415253714,1020.45606414282,-0.0751048704902839,-0.000142149629514103
85.899359603837,1020.45312469148,0.011509710264076,2.13252728603741E-05
87.7480251610183,1020.41031638357,0.247522676710878,0.00044894979064867
89.6364763971391,1020.6027214187,-0.0862894393818879,-0.000153212078009508
91.5655695515784,1020.64567569404,0.0883005800665596,0.000153479892762076
93.5361792910965,1020.42465864109,0.120223790718996,0.000204564808132964
95.5491991064161,1020.8085509632,0.0318283664487982,5.30160576775187E-05
97.6055417173382,1020.47529866542,0.0691361023893514,0.000112732865857535
99.706139486577,1020.38456181988,0.191949057513227,0.000306396792437976
101.851944842501,1020.31841927336,-0.0926182850617573,-0.000144726327131673
104.043930710971,1020.53944501823,0.0214945558111453,3.28800035093991E-05
106.283090956475,1020.34151047858,-0.044323995550961,-6.63735211879333E-05
108.57044083275,1020.31502265224,0.00281215997048351,4.12238503072007E-06
110.907017443114,1020.55509570197,-0.194232212968,-0.000278729132873769
113.293880210687,1020.43363686002,-0.0883450074288331,-0.000124106832634219
115.732111358752,1020.558411426,-0.126648064074931,-0.000174166574807071
118.222816401438,1020.37665168612,0.0545022689645955,7.33725162322715E-05
120.767124644972,1020.49567031927,0.00966147828792538,1.27325381938069E-05
123.366189699713,1020.61062791172,-0.0306847222504691,-3.95864153334987E-05
126.021190003212,1020.63487760037,-0.11601352494753,-0.00014651604194853
128.733329354522,1020.58891286685,0.00787503649976465,9.73602556735717E-06
131.503837460014,1020.48425808837,-0.119975424261945,-0.000145202468533604
134.333970490932,1020.48302187948,-0.0273172297794789,-3.23646515850931E-05
137.225011652953,1020.56501926288,-0.211083495666048,-0.000244816752687411
140.178271768007,1020.60871103352,-0.1413848684089,-0.000160524883078273
143.195089868605,1020.57130261097,0.1341145077019,0.000149062281819017
146.27683380498,1020.44857112402,-0.0819011206361228,-8.91116375364204E-05
149.424900865269,1020.29928100617,-0.0249576458281029,-2.65828029898505E-05
152.640718409065,1020.43471606577,-0.119773353308685,-0.000124884902458878
155.925744514587,1020.56211403855,0.0318060633501136,3.24647621098321E-05
159.281468639789,1020.46429926501,-0.173505759051142,-0.000173367934410183
162.709412297689,1020.47497608637,-0.249403629575861,-0.000243955281452529
166.211129746238,1020.49683873919,-0.202588816730217,-0.000193988282535466
169.788208693033,1020.5366908507,-0.219433775344067,-0.000205691374543359
173.442271015196,1020.39758813663,-0.106803494117305,-9.80055434512039E-05
177.174973494747,1020.55582553722,-0.197522246561883,-0.000177432745104217
180.988008569803,1020.49565237792,-0.214431116698871,-0.000188563720022247
184.883105101941,1020.327453333,-0.401273188870909,-0.00034543238282286
188.862029160083,1020.31397427514,-0.145791753939167,-0.000122859414381215
192.926584821241,1020.37517220457,-0.275537490481611,-0.000227304876919462
197.078614988503,1020.36782899371,-0.456835485257987,-0.000368927017590593
201.320002226621,1020.32449499382,-0.184399526264687,-0.00014577834186487
205.652669615581,1020.20181396909,-0.216899052418342,-0.000167858537449844
210.078581622539,1020.44182827972,-0.42528318465349,-0.000322193345598084
214.599744992537,1020.39310856525,-0.363015139822232,-0.000269225175090087
219.218209658365,1020.39065417257,-0.266858553954975,-0.000193742381321692
223.936069670027,1020.476754667,-0.215730861164344,-0.000153323370292108
228.755464144198,1020.49028535996,-0.523246461890811,-0.00036404490348162
233.678578234114,1020.4684301664,-0.322871946759107,-0.000219903196522074
238.707644120342,1020.33906380413,-0.23422789334333,-0.000156168132666915
243.844942022868,1020.54401404102,-0.246686407812354,-0.000161009536926287
249.092801234969,1020.61358220074,-0.40331029422013,-0.000257690413399106
254.45360117933,1020.75566772666,-0.286553416274021,-0.000179232647714576
259.929772486898,1020.82457705165,-0.279618850312578,-0.000171210561157102
265.523798098947,1020.6242369158,-0.164944479287221,-9.88677075359448E-05
271.238214392867,1020.86795322989,-0.336064640717573,-0.000197193263819134
277.075612332177,1020.74838057326,-0.352752809852594,-0.0002026246658991
283.038638641287,1020.29706263546,-0.146932244384115,-8.26212036122589E-05
289.12999700555,1020.53848551119,-0.236697482340445,-0.000130292860381295
295.352449297129,1020.61016120595,-0.140296554885464,-7.56008296593532E-05
301.708816827258,1020.56864496653,-0.291830293456207,-0.000153943906034759
308.201981625446,1020.61934519812,-0.18010147833494,-9.30040760412719E-05
314.83488774621,1020.64482003089,-0.411016544534791,-0.000207776575282196
321.610542603937,1020.56160545208,-0.223528211621295,-0.000110617082114225
328.532018336472,1020.73997815182,-0.281937110820998,-0.000136582379566588
335.602453198047,1020.7040456341,-0.454066424639486,-0.000215334885918701
342.825052982191,1020.67284800116,-0.424049375440579,-0.000196862958612027
350.203092475267,1020.68647830071,-0.271457691903159,-0.000123367938304988
357.739916941284,1020.61927941536,-0.460280786102079,-0.000204774359385768
365.438943638669,1020.68308294989,-0.424554705004277,-0.000184900873567439
373.30366336968,1020.71891433767,-0.261490528816229,-0.000111484333845401
381.337642063164,1020.50732536577,-0.32938746931174,-0.000137473037410794
389.544522391377,1020.52294235681,-0.212882186250172,-8.69765849354795E-05
397.928025421607,1020.54138488946,-0.397439166752619,-0.000158959419608571
406.49195230333,1020.65136154259,-0.359326593205226,-0.000140688156724705
415.240185991687,1020.66790632938,-0.313672543403737,-0.000120225684986836
424.176693008045,1020.57583005923,-0.352732177248576,-0.00013234831267736
433.305525238455,1020.32277276414,-0.375202602574565,-0.000137813495057151
442.630821770804,1020.677646604,-0.292332821809312,-0.000105112909744558
452.156810771518,1020.74369554109,-0.236536709067557,-8.32586960407733E-05
461.887811402644,1020.78033946417,-0.334858530293725,-0.000115383842173473
471.828235780194,1020.39874113039,-0.394152363455271,-0.000132953673006725
481.982590974636,1020.3878128402,-0.323744654014628,-0.000106903367363978
492.355481054436,1020.41626538711,-0.42536900068646,-0.000137501422655687
502.951609173581,1020.53492541513,-0.391199517575351,-0.000123791903279892
513.775779704027,1020.72578497697,-0.419575100088079,-0.000129973918225112
524.832900414045,1020.62755767542,-0.371882205851397,-0.000112772829718706
536.127984693435,1020.58850008677,-0.347746174822692,-0.000103231922683493
547.666153826648,1020.46879089036,-0.42820208279932,-0.000124437995014986
559.452639314812,1020.64712672481,-0.373936230747317,-0.000106378619640577
571.492785247743,1020.54979006016,-0.331019389841291,-9.21855419918667E-05
583.792050726992,1020.46397398186,-0.482237254011549,-0.000131468804043192
596.356012341055,1020.60905061838,-0.309150831474396,-8.25058890526964E-05
609.19036669384,1020.54745039293,-0.44430875514155,-0.000116078550328297
622.300932987552,1020.36989286694,-0.211339630250357,-5.40506128828679E-05
635.693655661173,1020.54633074012,-0.270377079618297,-6.76927452976485E-05
649.374607085716,1020.67419508968,-0.261089227388066,-6.39902464208454E-05
663.349990317489,1020.46936997403,-0.426722930484741,-0.000102381947250501
677.626141910611,1020.70403227397,-0.38567229996662,-9.0583360288076E-05
692.20953479006,1020.48758338676,-0.348878646544734,-8.02152503629482E-05
707.106781186547,1020.49605827328,-0.398835027451525,-8.97694206673938E-05
722.324635634563,1020.56600459627,-0.523528323650164,-0.000115352732617708
737.86999803493,1020.64892850091,-0.465060063302139,-0.000100311176909596
753.749916783284,1020.65617550538,-0.343200414810712,-7.24670627114888E-05
769.97159196587,1020.82143689771,-0.280955669388333,-5.80741991515287E-05
786.542378624118,1020.40171888923,-0.500512800443114,-0.000101277551516849
803.469790089487,1020.33019212004,-0.349228489659469,-6.91767644327125E-05
820.761501390066,1020.56384672864,-0.446485534051397,-8.65785976108221E-05
838.425352730494,1020.62711368851,-0.400115853307101,-7.59523977368637E-05
856.469353046781,1020.59729907024,-0.419469780613709,-7.79487191513064E-05
874.901683637616,1020.51382382268,-0.545930427231502,-9.93111885633914E-05
893.730701873842,1020.53510383985,-0.419871929194689,-7.47705017369963E-05
912.964944987755,1020.4832756507,-0.424369343532199,-7.397926841618E-05
932.613133943955,1020.63265114348,-0.519012609243822,-8.85720126402816E-05
952.684177393504,1020.37577959102,-0.390609685376415,-6.52550590451849E-05
973.187175713182,1020.24456353302,-0.412714986584835,-6.74953717458774E-05
994.131425131674,1020.32392081395,-0.512403890006922,-8.20330289260455E-05
1015.52642194455,1020.54376132636,-0.57462267086246,-9.00557942208036E-05
1037.38186681998,1020.53991042984,-0.670153277111695,-0.000102814797610172
1059.70766919708,1020.67717175456,-0.480345579047087,-7.21419458590941E-05
1082.51395177894,1020.74985715432,-0.536301975045723,-7.88489701940614E-05
1105.81105512233,1020.52788595326,-0.462479107544258,-6.65627601582028E-05
1129.60954232623,1020.36896666533,-0.626046463024371,-8.82060441790697E-05
1153.92020382118,1020.45864998937,-0.557869849894617,-7.694444028161E-05
1178.75406226178,1020.35260912611,-0.616234185898843,-8.32037147764501E-05
1204.12237752444,1020.3599743299,-0.66877667992958,-8.83955953498745E-05
1230.03665181271,1020.39894720975,-0.478754896017866,-6.19462908836084E-05
1256.50863487247,1020.48021998633,-0.571469933080339,-7.23849101819838E-05
1283.55032931935,1020.42225327682,-0.454678278764304,-5.63782299212433E-05
1311.17399608083,1020.44862933969,-0.610933217857342,-7.41572375685214E-05
1339.39215995546,1020.53263322758,-0.482160999368304,-5.72933818114524E-05
1368.21761529165,1020.29511717726,-0.614935612142064,-7.1531049784641E-05
1397.66343178882,1020.46444654672,-0.647954664856401,-7.37839922443722E-05
1427.74296042321,1020.24256368933,-0.628220591594019,-7.00297009166591E-05
1458.46983950142,1020.36434719009,-0.618385763794537,-6.74811013433111E-05
1489.85800084405,1020.50756103288,-0.653957506989335,-6.98593891165739E-05
1521.92167610256,1020.53253005041,-0.811883326677822,-8.49026902524779E-05
1554.67540321198,1020.57378198465,-0.702341474026222,-7.1899971594572E-05
1588.13403298256,1020.54188154162,-0.811808404052412,-8.1355425716705E-05
1622.31273583323,1020.24760901996,-0.783482500187803,-7.68625616853346E-05
1657.22700866999,1020.46022531852,-0.70246157181344,-6.74622311254368E-05
1692.89268191236,1020.46450722063,-0.68446710243689,-6.43492194753651E-05
1729.32592667098,1020.39466606048,-0.708052569483022,-6.51641571228122E-05
1766.54326207978,1020.50961595863,-0.779507759486129,-7.02289696288812E-05
1804.56156278585,1020.59777365651,-0.726827060463011,-6.41031715576708E-05
1843.39806660056,1020.44480826801,-0.760108552816877,-6.56261041275392E-05
1883.07038231532,1020.34303355658,-0.775794095984467,-6.55692247921304E-05
1923.59649768556,1020.41832060792,-0.755494368339467,-6.25082564581434E-05
1964.99478758651,1020.58500661006,-0.971767865814051,-7.87084323883269E-05
2007.28402234455,1020.43762792551,-0.974769372685595,-7.72881975398242E-05
2050.4833762478,1020.38091276603,-0.877088786757642,-6.8078101758813E-05
2094.61243623992,1020.52211436537,-0.925889366219997,-7.03518545200007E-05
2139.69121080097,1020.57238857097,-0.949093724650576,-7.05956808034428E-05
2185.74013901946,1020.65116344081,-0.896749361489728,-6.52969175281822E-05
2232.78009985956,1020.6186421855,-0.87825781418056,-6.26031522068437E-05
2280.83242162781,1020.66108684607,-0.992476293722798,-6.92543242325425E-05
2329.91889164355,1020.54180921817,-0.983464987142894,-6.71797265660116E-05
2380.0617661175,1020.42028669656,-1.06649413773556,-7.13165583412691E-05
2431.28378024284,1020.64851231765,-1.06744989588341,-6.98766342346946E-05
2483.6081585036,1020.67097836339,-1.10489081202436,-7.0803775429875E-05
2537.05862520481,1020.45183710357,-1.13221234256663,-7.10260256341478E-05
2591.65941522929,1020.51527278468,-0.976508257191404,-5.99678010115052E-05
2647.43528502593,1020.56328691796,-1.18636646182835,-7.13203785514158E-05
2704.41152383453,1020.75914397545,-1.18328137883121,-6.96362513063689E-05
2762.61396515207,1020.5854511873,-1.01185827420718,-5.82934308158549E-05
2822.0689984459,1020.53944539683,-1.25595470257703,-7.08315067153652E-05
2882.80358111889,1020.66486284751,-1.15076421978346,-6.35318393217555E-05
2944.84525073217,1020.62538095604,-1.15519416874888,-6.24327754205781E-05
3008.22213749087,1020.77436990632,-1.25858349172125,-6.65874309961602E-05
3072.96297699861,1020.69426685306,-1.2982325896638,-6.72380811205846E-05
3139.09712328643,1020.58775933909,-1.30287672838282,-6.6056978620792E-05
3206.65456212219,1020.38184297938,-1.34046355175537,-6.65308333539973E-05
3275.6659246063,1020.77349394287,-1.50313618711046,-7.30329526347185E-05
3346.16250106019,1020.64138879563,-1.42131326556108,-6.76025243318153E-05
3418.17625521355,1020.4528616675,-1.48299383488876,-6.90502132642678E-05
3491.73983869696,1020.41188864719,-1.64195065038105,-7.48407883728869E-05
3566.88660584641,1020.5973873789,-1.52030224162798,-6.78360832531612E-05
3643.65062882645,1020.55927358485,-1.70236872056612,-7.4359598228107E-05
3722.06671307875,1020.35671579999,-1.73524892958911,-7.41989507250361E-05
3802.17041310322,1020.4652047573,-1.68815196885905,-7.06643052105985E-05
3883.99804857867,1020.40203015273,-1.73716298762947,-7.11838865466708E-05
3967.58672083049,1020.56820849424,-1.92995276279877,-7.74177210848688E-05
4052.97432965269,1020.68890955303,-1.75852546541036,-6.90549699082399E-05
4140.19959049193,1020.53875883597,-1.93791138788758,-7.44959681085656E-05
4229.30205200151,1020.5623989979,-1.94082994914982,-7.30363252163091E-05
4320.32211397299,1020.35606898535,-2.03016642858708,-7.47886416533233E-05
4413.3010456538,1020.63274729872,-1.89901509487773,-6.84833498166996E-05
4508.28100445908,1020.47222035051,-2.19133775035786,-7.73603585509357E-05
4605.30505508618,1020.52159918946,-2.18847751123677,-7.56316920578594E-05
4704.41718904055,1020.43570965498,-2.20689428878102,-7.46613492865852E-05
4805.66234458188,1020.38442178901,-2.25210367777661,-7.45856464671718E-05
4909.08642709942,1020.49624611904,-2.32479859964579,-7.53710887598619E-05
5014.73632992593,1021.77383995657,-1.98910430162072,-6.31290981420284E-05
5122.65995559946,1021.74221173785,-2.00592781209485,-6.23217878109277E-05
5232.90623758275,1021.65690296702,-2.33778056159592,-7.11018534155906E-05
5345.5251624501,1021.81172387182,-1.99340947028809,-5.93507580941085E-05
5460.56779255169,1021.71587773799,-2.55084745814186,-7.43475765634552E-05
5578.08628916563,1021.64540755372,-2.07804414134906,-5.92911224233367E-05
5698.13393614838,1021.59431024251,-2.50121686684961,-6.98616481403767E-05
5820.76516409403,1021.65373675221,-2.92797103687305,-8.00583859013626E-05
5946.03557501361,1021.51544223733,-2.16128120523123,-5.78500721841664E-05
6074.00196754549,1021.78772774526,-2.62721417347484,-6.8839971488942E-05
6204.72236270838,1021.43390111853,-2.62158042257617,-6.7245149512832E-05
6338.25603020849,1021.82354263712,-2.5821728355573,-6.48389034361935E-05
6474.66351531296,1021.52352346288,-2.70072583847629,-6.63870587425776E-05
6614.00666630151,1021.54098284285,-2.75991554466441,-6.64127243305499E-05
6756.34866250904,1021.09353496898,-2.95744498745937,-6.96666220451847E-05
6901.75404297163,1021.26177792381,-2.90848032242226,-6.70697647752899E-05
7050.28873568904,1021.38464930628,-2.88313723109708,-6.50846453448882E-05
7202.02008751706,1021.57720383147,-3.08856087518995,-6.82530351697727E-05
7357.0168947031,1021.26317263796,-2.92064607436504,-6.31825733731571E-05
7515.349434079,1021.52558876733,-3.34439197287307,-7.08252515453175E-05
7677.08949492507,1021.49016312893,-3.44759766545709,-7.14726864409088E-05
7842.31041152004,1021.14029613283,-3.28144675685273,-6.65949757712733E-05
8011.08709639131,1021.31440011837,-3.56479655153201,-7.08212238197777E-05
8183.49607428102,1021.42879929802,-3.63945182811062,-7.07810871210726E-05
8359.61551684291,1021.07693638129,-3.43462934485185,-6.53903563890332E-05
8539.52527808606,1021.33984733463,-4.09087615551566,-7.62434843301982E-05
8723.30693058131,1021.29726625737,-4.18096861952969,-7.62809136495562E-05
8911.04380244695,1020.98451970972,-3.91628140078061,-6.99464122600239E-05
9102.82101513041,1021.21057175714,-4.12069037327303,-7.20467029690569E-05
9298.72552200296,1021.47256796715,-4.10202376155767,-7.02093374825938E-05
9498.84614778515,1021.44576292417,-3.95889883476963,-6.63320901245723E-05
9703.27362882065,1021.88208073027,-4.24743298679071,-6.96672052297341E-05
9912.10065421683,1021.3759369839,-4.38107225766896,-7.03452608256304E-05
10125.4219078708,1021.05449081335,-4.33250996575638,-6.80999155708293E-05
10343.3341113999,1021.31322273855,-4.53019953957494,-6.97070830498771E-05
10565.936067996,1021.58263631901,-4.63120654466656,-6.97599729280798E-05
10793.3287072236,1021.20535465361,-4.92687544892969,-7.2650115915627E-05
11025.6151307826,1021.45041998724,-5.07518012202911,-7.32603119119875E-05
11262.9006592547,1021.09052255238,-4.61733102610254,-6.52470512640053E-05
11505.2928798574,1021.46170157224,-5.16019423454913,-7.13819655282843E-05
11752.9016952242,1021.45196996147,-5.12134576028975,-6.9352021668321E-05
12005.839373236,1021.33640948855,-4.88566188327794,-6.47665868937705E-05
12264.220597924,1021.47537209058,-5.06268895089524,-6.56994030267272E-05
12528.1625214683,1021.60653418877,-5.42670867347494,-6.89396795917346E-05
12797.7848173157,1021.30624617915,-5.24125214302373,-6.51809042315328E-05
13073.2097344408,1021.23436240549,-5.49567584609816,-6.69050672562067E-05
13354.5621527746,1020.93393777133,-5.63215683991258,-6.71220509580448E-05
13641.9696398261,1021.40657806127,-5.57402681006957,-6.50297532666718E-05
13935.5625085223,1021.38417892602,-5.3670627840798,-6.1296023856121E-05
14235.4738762935,1021.66493708245,-5.64713734966833,-6.31359258798761E-05
14541.8397254294,1021.19727305269,-6.16433358941893,-6.74663027613902E-05
14854.7989647349,1021.25229309482,-6.02729227410275,-6.45766638215935E-05
15174.4934925126,1021.45178287831,-6.08358395146237,-6.38065750311537E-05
15501.0682609004,1021.46752210348,-6.66618663480134,-6.84440927970039E-05
15834.6713415939,1021.2951833297,-6.36678982380747,-6.39928704692734E-05
16175.4539929839,1021.01458528445,-6.25737836772767,-6.15681450704335E-05
16523.5707287373,1021.28111976887,-6.77192592793955,-6.52271535842612E-05
16879.1793878559,1021.30502568963,-6.854014157713,-6.46269707878508E-05
17242.4412062411,1021.25698742347,-6.99512146583656,-6.45678964770453E-05
17613.5208898,1021.47332226669,-7.51425135949436,-6.78984204794107E-05
17992.5866891242,1021.11014010889,-7.35792302568816,-6.50851287066912E-05
18379.8104757762,1021.29252356489,-7.8531944527847,-6.80025900087392E-05
18775.3678202173,1021.63918432692,-7.8128378154225,-6.62278241260779E-05
19179.4380714127,1021.24566135334,-7.83129486976333,-6.49857042053177E-05
19592.2044381497,1021.10643960617,-8.21249137752812,-6.67131971779591E-05
20013.8540721063,1021.01217372936,-8.48324421948929,-6.74607822223106E-05
20444.578152707,1021.18840940041,-8.49899027147103,-6.6162104343319E-05
20884.5719738056,1021.34538299046,-8.88697206851369,-6.77248992987538E-05
21334.0350322324,1021.31218377335,-8.98786934156855,-6.70507867552258E-05
21793.1711182484,1021.21679102627,-9.31627069777912,-6.80364745767617E-05
22262.188407945,1021.75490522497,-9.76774332694526,-6.98307194624858E-05
22741.2995576329,1021.24557039356,-9.16139410683308,-6.41159997923712E-05
